[356657 ms] [WARN] LIDAR1 checksum mismatch. Dropping frame.
356665904,   0.009,  -0.015,  -0.010,  -0.164,  -0.232,   9.882
356687523,   0.010,  -0.014,  -0.011,  -0.151,  -0.217,   9.852
356706740,   0.007,  -0.016,  -0.011,  -0.150,  -0.211,   9.869
356728358,   0.007,  -0.017,  -0.011,  -0.154,  -0.233,   9.868
356747575,   0.009,  -0.013,  -0.011,  -0.152,  -0.229,   9.885
356766792,   0.009,  -0.015,  -0.011,  -0.159,  -0.211,   9.886
356788411,   0.009,  -0.016,  -0.011,  -0.158,  -0.207,   9.857
356807626,   0.009,  -0.016,  -0.011,  -0.148,  -0.204,   9.862
356826843,   0.009,  -0.015,  -0.010,  -0.156,  -0.232,   9.861
356848463,   0.009,  -0.016,  -0.011,  -0.166,  -0.218,   9.873
356867678,   0.009,  -0.016,  -0.011,  -0.146,  -0.215,   9.881
356886894,   0.009,  -0.016,  -0.011,  -0.156,  -0.218,   9.869
356908514,   0.009,  -0.014,  -0.011,  -0.150,  -0.201,   9.881
356927730,   0.009,  -0.014,  -0.011,  -0.166,  -0.213,   9.869
356946947,   0.009,  -0.018,  -0.011,  -0.144,  -0.212,   9.873
356968566,   0.007,  -0.017,  -0.010,  -0.157,  -0.229,   9.861
356987782,   0.010,  -0.014,  -0.010,  -0.148,  -0.231,   9.872
357006998,   0.010,  -0.014,  -0.010,  -0.157,  -0.219,   9.866
357028618,   0.009,  -0.014,  -0.011,  -0.157,  -0.223,   9.869
357047833,   0.009,  -0.015,  -0.010,  -0.175,  -0.229,   9.880
357067050,   0.007,  -0.014,  -0.011,  -0.154,  -0.219,   9.872
357088669,   0.006,  -0.016,  -0.010,  -0.170,  -0.202,   9.882
357107885,   0.007,  -0.018,  -0.011,  -0.152,  -0.207,   9.876
357127102,   0.009,  -0.013,  -0.012,  -0.156,  -0.215,   9.891
357148722,   0.009,  -0.013,  -0.011,  -0.147,  -0.211,   9.874
357167937,   0.007,  -0.018,  -0.011,  -0.151,  -0.224,   9.874
357187153,   0.010,  -0.015,  -0.010,  -0.163,  -0.207,   9.884
357208772,   0.010,  -0.011,  -0.010,  -0.160,  -0.213,   9.870
357227988,   0.007,  -0.014,  -0.010,  -0.154,  -0.226,   9.874
357247205,   0.006,  -0.020,  -0.010,  -0.160,  -0.217,   9.874
357266421,   0.009,  -0.014,  -0.010,  -0.158,  -0.218,   9.878
357288040,   0.009,  -0.011,  -0.011,  -0.136,  -0.220,   9.862
357307257,   0.009,  -0.014,  -0.010,  -0.151,  -0.217,   9.874
357326473,   0.007,  -0.019,  -0.010,  -0.144,  -0.215,   9.874
357348092,   0.009,  -0.017,  -0.011,  -0.147,  -0.207,   9.875
357367308,   0.011,  -0.013,  -0.012,  -0.162,  -0.219,   9.874
357386525,   0.009,  -0.013,  -0.010,  -0.151,  -0.226,   9.861
357408143,   0.009,  -0.017,  -0.010,  -0.157,  -0.219,   9.863
357427360,   0.006,  -0.019,  -0.011,  -0.168,  -0.223,   9.861
357446577,   0.010,  -0.013,  -0.011,  -0.169,  -0.226,   9.890
357468195,   0.011,  -0.012,  -0.010,  -0.140,  -0.226,   9.867
357487411,   0.007,  -0.018,  -0.011,  -0.153,  -0.221,   9.884
357506628,   0.007,  -0.018,  -0.011,  -0.154,  -0.215,   9.869
357528248,   0.009,  -0.015,  -0.011,  -0.160,  -0.211,   9.868
357547463,   0.010,  -0.013,  -0.011,  -0.150,  -0.201,   9.862
357566681,   0.009,  -0.018,  -0.010,  -0.148,  -0.201,   9.860
357588298,   0.007,  -0.018,  -0.010,  -0.154,  -0.206,   9.861
357607515,   0.006,  -0.019,  -0.010,  -0.154,  -0.214,   9.875
357626732,   0.009,  -0.013,  -0.011,  -0.160,  -0.213,   9.858
357648351,   0.010,  -0.013,  -0.011,  -0.169,  -0.205,   9.872
357667567,   0.006,  -0.021,  -0.010,  -0.151,  -0.232,   9.861
357686783,   0.007,  -0.015,  -0.011,  -0.141,  -0.221,   9.868
357708403,   0.009,  -0.011,  -0.010,  -0.153,  -0.230,   9.874
357727618,   0.009,  -0.015,  -0.011,  -0.146,  -0.218,   9.867
357746834,   0.007,  -0.021,  -0.011,  -0.176,  -0.212,   9.867
357768454,   0.006,  -0.019,  -0.011,  -0.166,  -0.214,   9.888
357787670,   0.010,  -0.012,  -0.010,  -0.168,  -0.229,   9.881
357806887,   0.010,  -0.013,  -0.010,  -0.157,  -0.232,   9.873
357828505,   0.006,  -0.020,  -0.010,  -0.153,  -0.226,   9.869
357847722,   0.007,  -0.018,  -0.011,  -0.152,  -0.213,   9.869
357869340,   0.010,  -0.012,  -0.010,  -0.157,  -0.218,   9.870
357888557,   0.011,  -0.010,  -0.011,  -0.148,  -0.225,   9.875
357907773,   0.007,  -0.018,  -0.010,  -0.176,  -0.219,   9.878
357929393,   0.006,  -0.022,  -0.010,  -0.154,  -0.227,   9.874
357948609,   0.007,  -0.016,  -0.011,  -0.140,  -0.207,   9.861
357967825,   0.010,  -0.009,  -0.011,  -0.150,  -0.211,   9.868
357989445,   0.010,  -0.016,  -0.012,  -0.170,  -0.229,   9.863
358008660,   0.006,  -0.020,  -0.010,  -0.147,  -0.223,   9.869
358027876,   0.009,  -0.015,  -0.010,  -0.163,  -0.211,   9.860
358049497,   0.010,  -0.011,  -0.012,  -0.147,  -0.219,   9.856
358068712,   0.010,  -0.013,  -0.010,  -0.152,  -0.233,   9.869
358087928,   0.007,  -0.020,  -0.010,  -0.170,  -0.226,   9.886
358109547,   0.006,  -0.019,  -0.010,  -0.171,  -0.225,   9.876
358128764,   0.010,  -0.012,  -0.011,  -0.157,  -0.206,   9.870
358147980,   0.010,  -0.011,  -0.012,  -0.158,  -0.207,   9.872
358169599,   0.009,  -0.018,  -0.011,  -0.162,  -0.226,   9.881
358188816,   0.005,  -0.022,  -0.011,  -0.154,  -0.217,   9.878
